,Time(Lin_Reg),Time(knn_Reg),Time(Rid_Reg),Accuracy(Lin_Reg),Accuracy(knn_Reg),Accuracy(Rid_Reg),MSE(Lin_Reg),MSE(knn_Reg),MSE(Rid_Reg),R-sq(Lin_Reg),R-sq(knn_Reg),R-sq(Rid_Reg)
604,0.025771617889404297,0.022002696990966797,0.0,0.9736842105263158,0.9736842105263158,0.9202928517506707,0.02631578947368421,0.02631578947368421,0.16292293614232214,0.9552414605418139,0.9552414605418139,0.9202928517506707
605,0.03870201110839844,0.024001598358154297,0.0,1.0,1.0,0.9350220745844305,0.0,0.0,0.17190645713045657,1.0,1.0,0.9350220745844305
606,0.030651330947875977,0.03125810623168945,0.0,0.9473684210526315,0.9473684210526315,0.9318205189051318,0.05263157894736842,0.05263157894736842,0.16336319276655653,0.9227642276422765,0.9227642276422765,0.9318205189051318
607,0.034775733947753906,0.031263113021850586,0.015629291534423828,0.9736842105263158,0.9736842105263158,0.9306963420346979,0.02631578947368421,0.02631578947368421,0.18064551292815026,0.9637404580152672,0.9637404580152672,0.9306963420346979
608,0.04016733169555664,0.018428564071655273,0.0,0.9473684210526315,0.9473684210526315,0.9424466234190029,0.05263157894736842,0.05263157894736842,0.14488430552813933,0.924,0.924,0.9424466234190029
609,0.01562976837158203,0.02099466323852539,0.0010001659393310547,0.9736842105263158,0.9736842105263158,0.93172466875621,0.02631578947368421,0.02631578947368421,0.16771113245801728,0.9596174282678003,0.9596174282678003,0.93172466875621
610,0.02227950096130371,0.03125953674316406,0.0,1.0,1.0,0.9437446703890164,0.0,0.0,0.1430270385707144,1.0,1.0,0.9437446703890164
611,0.028371334075927734,0.028782129287719727,0.0020003318786621094,0.9736842105263158,0.9736842105263158,0.9084440637865748,0.02631578947368421,0.02631578947368421,0.18932211376703906,0.9560693641618497,0.9560693641618497,0.9084440637865748
612,0.02499866485595703,0.01652240753173828,0.0,1.0,1.0,0.9335014608314857,0.0,0.0,0.16268324639759713,1.0,1.0,0.9335014608314857
613,0.031262874603271484,0.03125882148742676,0.0,0.9736842105263158,0.9736842105263158,0.9434847775905879,0.02631578947368421,0.02631578947368421,0.14128014986047377,0.9626352015732547,0.9626352015732547,0.9434847775905879
614,0.028002023696899414,0.0207827091217041,0.0,0.9736842105263158,0.9736842105263158,0.9265336971322404,0.02631578947368421,0.02631578947368421,0.18134531009149535,0.962,0.962,0.9265336971322404
615,0.03125715255737305,0.015631437301635742,0.0,0.9736842105263158,0.9736842105263158,0.9034045016250825,0.02631578947368421,0.02631578947368421,0.18574764333126884,0.953939393939394,0.953939393939394,0.9034045016250825
616,0.01602315902709961,0.015636444091796875,0.0,0.9210526315789473,0.9210526315789473,0.9054681090196487,0.07894736842105263,0.07894736842105263,0.19437912764843124,0.8767567567567567,0.8767567567567567,0.9054681090196487
617,0.031259775161743164,0.04825854301452637,0.0030007362365722656,0.9736842105263158,0.9736842105263158,0.9531229030028566,0.02631578947368421,0.02631578947368421,0.14832490863004513,0.9686468646864687,0.9686468646864687,0.9531229030028566
618,0.015627145767211914,0.03125786781311035,0.0,0.9736842105263158,0.9736842105263158,0.9345211040092901,0.02631578947368421,0.02631578947368421,0.1557101574259917,0.9615384615384616,0.9615384615384616,0.9345211040092901
619,0.03165173530578613,0.032686471939086914,0.003999471664428711,1.0,1.0,0.9274078655912472,0.0,0.0,0.18100457570806303,1.0,1.0,0.9274078655912472
620,0.027001142501831055,0.0299985408782959,0.0020003318786621094,1.0,1.0,0.9115591064785459,0.0,0.0,0.16621702607487107,1.0,1.0,0.9115591064785459
621,0.01562809944152832,0.03427290916442871,0.0,0.868421052631579,0.868421052631579,0.8915446284680605,0.13157894736842105,0.13157894736842105,0.1906334466929991,0.7879464285714286,0.7879464285714286,0.8915446284680605
622,0.01563858985900879,0.03125643730163574,0.0,0.9736842105263158,0.9736842105263158,0.9108862306783369,0.02631578947368421,0.02631578947368421,0.18197892787993314,0.95662100456621,0.95662100456621,0.9108862306783369
623,0.03126025199890137,0.032958030700683594,0.004000186920166016,1.0,1.0,0.9200332615290925,0.0,0.0,0.1739602351788433,1.0,1.0,0.9200332615290925
624,0.026002168655395508,0.015627622604370117,0.0,0.9473684210526315,0.9473684210526315,0.877548655741434,0.05263157894736842,0.05263157894736842,0.21569883226874834,0.9036755386565273,0.9036755386565273,0.877548655741434
625,0.015012025833129883,0.0181887149810791,0.0,0.9473684210526315,0.9473684210526315,0.9111072470906448,0.05263157894736842,0.05263157894736842,0.18653701822805802,0.9162995594713657,0.9162995594713657,0.9111072470906448
